inst#,actual,predicted,error,prediction
5250,1:no,1:no,,0.8
5251,1:no,1:no,,0.647
5252,1:no,1:no,,0.8
5253,1:no,1:no,,0.647
5254,1:no,1:no,,0.793
5255,1:no,1:no,,0.735
5256,1:no,1:no,,0.671
5257,1:no,1:no,,0.792
5258,1:no,1:no,,0.716
5259,1:no,1:no,,0.753
5260,1:no,1:no,,0.805
5261,1:no,1:no,,0.717
5262,1:no,1:no,,0.758
5263,1:no,1:no,,0.798
5264,1:no,1:no,,0.718
5265,1:no,1:no,,0.754
5266,1:no,1:no,,0.817
5267,1:no,1:no,,0.738
5268,1:no,1:no,,0.764
5269,1:no,1:no,,0.866
5270,1:no,1:no,,0.746
5271,1:no,1:no,,0.775
5272,1:no,1:no,,0.796
5273,1:no,1:no,,0.759
5274,1:no,1:no,,0.581
5275,1:no,1:no,,0.836
5276,1:no,1:no,,0.705
5277,1:no,1:no,,0.703
5278,1:no,1:no,,0.837
5279,1:no,1:no,,0.755
5280,1:no,1:no,,0.726
5281,1:no,1:no,,0.856
5282,1:no,1:no,,0.752
5283,1:no,1:no,,0.749
5284,1:no,1:no,,0.863
5285,1:no,1:no,,0.766
5286,1:no,1:no,,0.762
5287,1:no,1:no,,0.867
5288,1:no,1:no,,0.776
5289,1:no,1:no,,0.772
5290,1:no,1:no,,0.873
5291,1:no,1:no,,0.809
5292,1:no,1:no,,0.776
5293,1:no,1:no,,0.873
5294,1:no,1:no,,0.812
5295,1:no,1:no,,0.776
5296,1:no,1:no,,0.892
5297,1:no,1:no,,0.813
5298,1:no,1:no,,0.826
5299,1:no,1:no,,0.861
5300,1:no,1:no,,0.84
5301,1:no,1:no,,0.741
5302,1:no,1:no,,0.875
5303,1:no,1:no,,0.809
5304,1:no,1:no,,0.77
5305,1:no,1:no,,0.888
5306,1:no,1:no,,0.825
5307,1:no,1:no,,0.808
5308,1:no,1:no,,0.891
5309,1:no,1:no,,0.826
5310,1:no,1:no,,0.812
5311,1:no,1:no,,0.891
5312,1:no,1:no,,0.833
5313,1:no,1:no,,0.812
5314,1:no,1:no,,0.902
5315,1:no,1:no,,0.832
5316,1:no,1:no,,0.843
5317,1:no,1:no,,0.865
5318,1:no,1:no,,0.836
5319,1:no,1:no,,0.747
5320,1:no,1:no,,0.893
5321,1:no,1:no,,0.829
5322,1:no,1:no,,0.817
5323,1:no,1:no,,0.894
5324,1:no,1:no,,0.831
5325,1:no,1:no,,0.821
5326,1:no,1:no,,0.894
5327,1:no,1:no,,0.831
5328,1:no,1:no,,0.765
5329,1:no,1:no,,0.895
5330,1:no,1:no,,0.834
5331,1:no,1:no,,0.769
5332,1:no,1:no,,0.895
5333,1:no,1:no,,0.834
5334,1:no,1:no,,0.825
5335,1:no,1:no,,0.895
5336,1:no,1:no,,0.834
5337,1:no,1:no,,0.825
5338,1:no,1:no,,0.895
5339,1:no,1:no,,0.834
5340,1:no,1:no,,0.825
5341,1:no,1:no,,0.793
5342,1:no,1:no,,0.771
5343,1:no,1:no,,0.782
5344,1:no,1:no,,0.813
5345,1:no,1:no,,0.605
5346,1:no,1:no,,0.57
5347,1:no,1:no,,0.831
5348,1:no,1:no,,0.61
5349,1:no,1:no,,0.576
5350,1:no,1:no,,0.67
5351,1:no,1:no,,0.534
5352,1:no,2:yes,+,0.504
5353,1:no,1:no,,0.826
5354,1:no,1:no,,0.746
5355,1:no,1:no,,0.714
5356,1:no,1:no,,0.828
5357,1:no,1:no,,0.665
5358,1:no,1:no,,0.518
5359,1:no,1:no,,0.826
5360,1:no,1:no,,0.671
5361,1:no,1:no,,0.622
5362,1:no,1:no,,0.869
5363,1:no,1:no,,0.797
5364,1:no,1:no,,0.784
5365,1:no,1:no,,0.837
5366,1:no,1:no,,0.667
5367,1:no,1:no,,0.741
5368,1:no,1:no,,0.856
5369,1:no,1:no,,0.674
5370,1:no,1:no,,0.771
5371,1:no,1:no,,0.863
5372,1:no,1:no,,0.789
5373,1:no,1:no,,0.784
5374,1:no,1:no,,0.867
5375,1:no,1:no,,0.794
5376,1:no,1:no,,0.794
5377,1:no,1:no,,0.799
5378,1:no,1:no,,0.766
5379,1:no,1:no,,0.854
5380,1:no,1:no,,0.676
5381,1:no,1:no,,0.859
5382,1:no,1:no,,0.682
5383,1:no,1:no,,0.848
5384,1:no,1:no,,0.682
5385,1:no,1:no,,0.866
5386,1:no,1:no,,0.688
5387,1:no,1:no,,0.873
5388,1:no,1:no,,0.712
5389,1:no,1:no,,0.873
5390,1:no,1:no,,0.716
5391,1:no,1:no,,0.871
5392,1:no,1:no,,0.716
5393,1:no,1:no,,0.879
5394,1:no,1:no,,0.735
5395,1:no,1:no,,0.889
5396,1:no,1:no,,0.755
5397,1:no,1:no,,0.893
5398,1:no,1:no,,0.768
5399,1:no,1:no,,0.859
5400,1:no,1:no,,0.737
5401,1:no,1:no,,0.898
5402,1:no,1:no,,0.79
5403,1:no,1:no,,0.868
5404,1:no,1:no,,0.737
5405,1:no,1:no,,0.898
5406,1:no,1:no,,0.78
5407,1:no,1:no,,0.898
5408,1:no,1:no,,0.78
5409,1:no,1:no,,0.898
5410,1:no,1:no,,0.78
5411,1:no,1:no,,0.885
5412,1:no,1:no,,0.749
5413,1:no,1:no,,0.912
5414,1:no,1:no,,0.805
5415,1:no,1:no,,0.889
5416,1:no,1:no,,0.755
5417,1:no,1:no,,0.913
5418,1:no,1:no,,0.812
5419,1:no,1:no,,0.913
5420,1:no,1:no,,0.812
5421,1:no,1:no,,0.914
5422,1:no,1:no,,0.819
5423,1:no,1:no,,0.891
5424,1:no,1:no,,0.772
5425,1:no,1:no,,0.915
5426,1:no,1:no,,0.823
5427,1:no,1:no,,0.892
5428,1:no,1:no,,0.775
5429,1:no,1:no,,0.806
5430,1:no,1:no,,0.787
5431,1:no,1:no,,0.731
5432,1:no,2:yes,+,0.535
5433,1:no,1:no,,0.739
5434,1:no,2:yes,+,0.534
5435,1:no,1:no,,0.845
5436,1:no,1:no,,0.781
5437,1:no,1:no,,0.85
5438,1:no,1:no,,0.587
5439,1:no,1:no,,0.836
5440,1:no,1:no,,0.877
5441,1:no,1:no,,0.824
5442,1:no,1:no,,0.854
5443,1:no,1:no,,0.625
5444,1:no,1:no,,0.857
5445,1:no,1:no,,0.668
5446,1:no,1:no,,0.877
5447,1:no,1:no,,0.825
5448,1:no,1:no,,0.9
5449,1:no,1:no,,0.679
5450,1:no,1:no,,0.888
5451,1:no,1:no,,0.731
5452,1:no,1:no,,0.894
5453,1:no,1:no,,0.75
5454,1:no,1:no,,0.906
5455,1:no,1:no,,0.794
5456,1:no,1:no,,0.88
5457,1:no,1:no,,0.837
5458,1:no,1:no,,0.87
5459,1:no,1:no,,0.657
5460,1:no,1:no,,0.871
5461,1:no,1:no,,0.658
5462,1:no,1:no,,0.883
5463,1:no,1:no,,0.678
5464,1:no,1:no,,0.909
5465,1:no,1:no,,0.89
5466,1:no,1:no,,0.914
5467,1:no,1:no,,0.716
5468,1:no,1:no,,0.886
5469,1:no,1:no,,0.711
5470,1:no,1:no,,0.914
5471,1:no,1:no,,0.717
5472,1:no,1:no,,0.916
5473,1:no,1:no,,0.719
5474,1:no,1:no,,0.793
5475,1:no,1:no,,0.703
5476,1:no,1:no,,0.775
5477,1:no,1:no,,0.79
5478,1:no,1:no,,0.804
5479,1:no,1:no,,0.795
5480,1:no,1:no,,0.753
5481,1:no,1:no,,0.796
5482,1:no,1:no,,0.535
5483,1:no,1:no,,0.65
5484,1:no,1:no,,0.59
5485,1:no,1:no,,0.65
5486,1:no,1:no,,0.68
5487,1:no,1:no,,0.83
5488,1:no,1:no,,0.71
5489,1:no,1:no,,0.806
5490,1:no,1:no,,0.823
5491,1:no,1:no,,0.844
5492,1:no,1:no,,0.829
5493,1:no,1:no,,0.78
5494,1:no,1:no,,0.846
5495,1:no,1:no,,0.642
5496,1:no,1:no,,0.718
5497,1:no,1:no,,0.739
5498,1:no,1:no,,0.76
5499,1:no,1:no,,0.752
5500,1:no,1:no,,0.839
5501,1:no,1:no,,0.61
5502,1:no,1:no,,0.708
5503,1:no,1:no,,0.727
5504,1:no,1:no,,0.755
5505,1:no,1:no,,0.74
5506,1:no,1:no,,0.841
5507,1:no,1:no,,0.618
5508,1:no,1:no,,0.724
5509,1:no,1:no,,0.747
5510,1:no,1:no,,0.702
5511,1:no,1:no,,0.758
5512,1:no,1:no,,0.787
5513,1:no,1:no,,0.588
5514,1:no,1:no,,0.618
5515,1:no,1:no,,0.651
5516,1:no,1:no,,0.706
5517,1:no,1:no,,0.678
5518,1:no,1:no,,0.793
5519,1:no,1:no,,0.605
5520,1:no,1:no,,0.598
5521,1:no,1:no,,0.835
5522,1:no,1:no,,0.842
5523,1:no,1:no,,0.56
5524,1:no,1:no,,0.587
5525,1:no,1:no,,0.568
5526,1:no,2:yes,+,0.632
5527,1:no,2:yes,+,0.605
5528,1:no,2:yes,+,0.58
5529,2:yes,2:yes,,0.753
5530,2:yes,2:yes,,0.733
5531,1:no,2:yes,+,0.523
5532,2:yes,2:yes,,0.757
5533,2:yes,2:yes,,0.737
5534,1:no,1:no,,0.866
5535,1:no,1:no,,0.577
5536,1:no,1:no,,0.607
5537,1:no,1:no,,0.666
5538,1:no,1:no,,0.507
5539,1:no,1:no,,0.525
5540,1:no,1:no,,0.733
5541,1:no,1:no,,0.506
5542,1:no,1:no,,0.539
5543,1:no,1:no,,0.731
5544,1:no,1:no,,0.519
5545,1:no,1:no,,0.538
5546,1:no,1:no,,0.762
5547,1:no,1:no,,0.547
5548,1:no,1:no,,0.561
5549,1:no,1:no,,0.757
5550,1:no,1:no,,0.534
5551,1:no,1:no,,0.539
5552,1:no,1:no,,0.757
5553,1:no,1:no,,0.538
5554,1:no,1:no,,0.539
5555,1:no,1:no,,0.757
5556,1:no,1:no,,0.55
5557,1:no,1:no,,0.551
5558,1:no,1:no,,0.892
5559,1:no,1:no,,0.632
5560,1:no,1:no,,0.644
5561,1:no,1:no,,0.817
5562,1:no,1:no,,0.578
5563,1:no,1:no,,0.577
5564,1:no,1:no,,0.728
5565,1:no,1:no,,0.569
5566,1:no,1:no,,0.549
5567,1:no,1:no,,0.768
5568,1:no,1:no,,0.603
5569,1:no,1:no,,0.584
5570,1:no,1:no,,0.777
5571,1:no,1:no,,0.608
5572,1:no,1:no,,0.589
5573,1:no,1:no,,0.902
5574,1:no,1:no,,0.655
5575,1:no,1:no,,0.671
5576,1:no,1:no,,0.841
5577,1:no,1:no,,0.631
5578,1:no,1:no,,0.646
5579,1:no,1:no,,0.818
5580,1:no,1:no,,0.625
5581,1:no,1:no,,0.636
5582,1:no,1:no,,0.819
5583,1:no,1:no,,0.629
5584,1:no,1:no,,0.64
5585,1:no,1:no,,0.824
5586,1:no,1:no,,0.635
5587,1:no,1:no,,0.644
5588,1:no,1:no,,0.905
5589,1:no,1:no,,0.667
5590,1:no,1:no,,0.69
5591,1:no,1:no,,0.811
5592,1:no,1:no,,0.6
5593,1:no,1:no,,0.62
5594,1:no,1:no,,0.806
5595,1:no,1:no,,0.591
5596,1:no,1:no,,0.623
5597,1:no,1:no,,0.79
5598,1:no,1:no,,0.581
5599,1:no,1:no,,0.609
5600,1:no,1:no,,0.905
5601,1:no,1:no,,0.667
5602,1:no,1:no,,0.69
5603,1:no,1:no,,0.775
5604,1:no,1:no,,0.611
5605,1:no,1:no,,0.646
5606,1:no,1:no,,0.787
5607,1:no,1:no,,0.607
5608,1:no,1:no,,0.62
5609,1:no,1:no,,0.787
5610,1:no,1:no,,0.607
5611,1:no,1:no,,0.62
5612,1:no,1:no,,0.788
5613,1:no,1:no,,0.61
5614,1:no,1:no,,0.621
5615,1:no,1:no,,0.905
5616,1:no,1:no,,0.667
5617,1:no,1:no,,0.69
5618,1:no,1:no,,0.846
5619,1:no,1:no,,0.619
5620,1:no,1:no,,0.627
5621,1:no,1:no,,0.8
5622,1:no,1:no,,0.63
5623,1:no,1:no,,0.63
5624,1:no,1:no,,0.835
5625,1:no,1:no,,0.63
5626,1:no,1:no,,0.63
5627,1:no,1:no,,0.905
5628,1:no,1:no,,0.667
5629,1:no,1:no,,0.69
5630,1:no,1:no,,0.831
5631,1:no,1:no,,0.609
5632,1:no,1:no,,0.637
5633,1:no,1:no,,0.82
5634,1:no,1:no,,0.608
5635,1:no,1:no,,0.636
5636,1:no,1:no,,0.82
5637,1:no,1:no,,0.608
5638,1:no,1:no,,0.636
5639,1:no,1:no,,0.82
5640,1:no,1:no,,0.608
5641,1:no,1:no,,0.636
5642,1:no,1:no,,0.837
5643,1:no,1:no,,0.624
5644,1:no,1:no,,0.646
5645,1:no,1:no,,0.82
5646,1:no,1:no,,0.608
5647,1:no,1:no,,0.636
5648,1:no,1:no,,0.82
5649,1:no,1:no,,0.608
5650,1:no,1:no,,0.636
5651,1:no,1:no,,0.82
5652,1:no,1:no,,0.608
5653,1:no,1:no,,0.636
5654,1:no,1:no,,0.82
5655,1:no,1:no,,0.608
5656,1:no,1:no,,0.636
5657,1:no,1:no,,0.905
5658,1:no,1:no,,0.667
5659,1:no,1:no,,0.69
5660,1:no,1:no,,0.857
5661,1:no,1:no,,0.656
5662,1:no,1:no,,0.67
5663,1:no,1:no,,0.843
5664,1:no,1:no,,0.66
5665,1:no,1:no,,0.67
5666,1:no,1:no,,0.844
5667,1:no,1:no,,0.642
5668,1:no,1:no,,0.646
5669,1:no,1:no,,0.844
5670,1:no,1:no,,0.667
5671,1:no,1:no,,0.905
5672,1:no,1:no,,0.667
5673,1:no,1:no,,0.69
5674,1:no,1:no,,0.794
5675,1:no,1:no,,0.58
5676,1:no,1:no,,0.615
5677,1:no,1:no,,0.785
5678,1:no,1:no,,0.537
5679,1:no,1:no,,0.823
5680,1:no,1:no,,0.562
5681,1:no,1:no,,0.609
5682,1:no,2:yes,+,0.655
5683,1:no,1:no,,0.546
5684,2:yes,2:yes,,0.801
5685,1:no,1:no,,0.609
5686,2:yes,2:yes,,0.793
5687,1:no,1:no,,0.736
5688,1:no,1:no,,0.52
5689,1:no,1:no,,0.672
5690,1:no,2:yes,+,0.528
5691,1:no,1:no,,0.675
5692,1:no,2:yes,+,0.514
5693,1:no,1:no,,0.737
5694,1:no,1:no,,0.573
5695,1:no,1:no,,0.746
5696,1:no,1:no,,0.529
5697,1:no,1:no,,0.746
5698,1:no,1:no,,0.537
5699,1:no,1:no,,0.754
5700,1:no,1:no,,0.563
5701,1:no,1:no,,0.754
5702,1:no,1:no,,0.567
5703,1:no,1:no,,0.754
5704,1:no,1:no,,0.566
5705,1:no,1:no,,0.743
5706,1:no,1:no,,0.554
5707,1:no,1:no,,0.893
5708,1:no,1:no,,0.692
5709,1:no,1:no,,0.893
5710,1:no,1:no,,0.692
5711,1:no,1:no,,0.648
5712,1:no,1:no,,0.536
5713,1:no,1:no,,0.664
5714,1:no,2:yes,+,0.509
5715,1:no,1:no,,0.664
5716,1:no,2:yes,+,0.503
5717,1:no,1:no,,0.664
5718,1:no,2:yes,+,0.503
5719,1:no,1:no,,0.664
5720,1:no,2:yes,+,0.503
5721,1:no,1:no,,0.806
5722,1:no,1:no,,0.73
5723,1:no,1:no,,0.845
5724,1:no,1:no,,0.78
5725,1:no,1:no,,0.837
5726,1:no,1:no,,0.869
5727,1:no,1:no,,0.703
5728,1:no,1:no,,0.633
5729,1:no,2:yes,+,0.516
5730,1:no,1:no,,0.508
5731,2:yes,2:yes,,0.852
5732,1:no,2:yes,+,0.502
5733,2:yes,2:yes,,0.846
5734,1:no,1:no,,0.883
5735,1:no,1:no,,0.746
5736,1:no,1:no,,0.895
5737,1:no,1:no,,0.808
5738,1:no,1:no,,0.826
5739,1:no,1:no,,0.591
5740,1:no,1:no,,0.833
5741,1:no,1:no,,0.598
5742,1:no,1:no,,0.833
5743,1:no,1:no,,0.693
5744,1:no,1:no,,0.902
5745,1:no,1:no,,0.785
5746,1:no,1:no,,0.889
5747,1:no,1:no,,0.793
5748,1:no,1:no,,0.845
5749,1:no,1:no,,0.594
5750,1:no,1:no,,0.845
5751,1:no,1:no,,0.596
5752,1:no,1:no,,0.909
5753,1:no,1:no,,0.794
5754,1:no,1:no,,0.906
5755,1:no,1:no,,0.831
5756,1:no,1:no,,0.887
5757,1:no,1:no,,0.731
5758,1:no,1:no,,0.888
5759,1:no,1:no,,0.655
5760,1:no,1:no,,0.888
5761,1:no,1:no,,0.655
5762,1:no,1:no,,0.889
5763,1:no,1:no,,0.663
5764,1:no,1:no,,0.913
5765,1:no,1:no,,0.806
5766,1:no,1:no,,0.875
5767,1:no,1:no,,0.786
5768,1:no,1:no,,0.852
5769,1:no,1:no,,0.612
5770,1:no,1:no,,0.852
5771,1:no,1:no,,0.612
5772,1:no,1:no,,0.793
5773,1:no,1:no,,0.735
5774,1:no,1:no,,0.775
5775,1:no,1:no,,0.79
5776,1:no,1:no,,0.802
5777,1:no,1:no,,0.746
5778,1:no,1:no,,0.725
5779,1:no,1:no,,0.597
5780,1:no,1:no,,0.706
5781,1:no,1:no,,0.831
5782,1:no,1:no,,0.681
5783,1:no,1:no,,0.699
5784,1:no,1:no,,0.706
5785,1:no,1:no,,0.714
5786,1:no,1:no,,0.84
5787,1:no,1:no,,0.711
5788,1:no,1:no,,0.753
5789,1:no,1:no,,0.771
5790,1:no,1:no,,0.781
5791,1:no,1:no,,0.724
5792,1:no,2:yes,+,0.543
5793,1:no,1:no,,0.53
5794,1:no,1:no,,0.541
5795,1:no,1:no,,0.685
5796,1:no,1:no,,0.828
5797,1:no,1:no,,0.569
5798,1:no,1:no,,0.588
5799,1:no,1:no,,0.738
5800,1:no,1:no,,0.826
5801,1:no,1:no,,0.676
5802,1:no,1:no,,0.566
5803,1:no,1:no,,0.586
5804,1:no,1:no,,0.74
5805,1:no,1:no,,0.836
5806,1:no,1:no,,0.652
5807,1:no,1:no,,0.568
5808,1:no,1:no,,0.592
5809,1:no,1:no,,0.748
5810,1:no,1:no,,0.837
5811,1:no,1:no,,0.77
5812,1:no,1:no,,0.605
5813,1:no,1:no,,0.624
5814,1:no,1:no,,0.757
5815,1:no,1:no,,0.881
5816,1:no,1:no,,0.788
5817,1:no,1:no,,0.801
5818,1:no,1:no,,0.816
5819,1:no,1:no,,0.827
5820,1:no,1:no,,0.861
5821,1:no,1:no,,0.769
5822,1:no,1:no,,0.781
5823,1:no,1:no,,0.79
5824,1:no,1:no,,0.801
5825,1:no,1:no,,0.892
5826,1:no,1:no,,0.813
5827,1:no,1:no,,0.826
5828,1:no,1:no,,0.836
5829,1:no,1:no,,0.838
5830,1:no,1:no,,0.828
5831,1:no,1:no,,0.806
5832,1:no,1:no,,0.792
5833,1:no,1:no,,0.799
5834,1:no,1:no,,0.802
5835,1:no,1:no,,0.873
5836,1:no,1:no,,0.785
5837,1:no,1:no,,0.798
5838,1:no,1:no,,0.742
5839,1:no,1:no,,0.805
5840,1:no,1:no,,0.793
5841,1:no,1:no,,0.697
5842,1:no,1:no,,0.736
5843,1:no,1:no,,0.746
5844,1:no,1:no,,0.762
5845,1:no,1:no,,0.792
5846,1:no,1:no,,0.687
5847,1:no,1:no,,0.704
5848,1:no,1:no,,0.71
5849,1:no,1:no,,0.632
5850,1:no,1:no,,0.569
5851,1:no,2:yes,+,0.539
5852,1:no,2:yes,+,0.514
5853,1:no,2:yes,+,0.509
5854,1:no,2:yes,+,0.581
5855,1:no,2:yes,+,0.576
5856,2:yes,2:yes,,0.701
5857,2:yes,2:yes,,0.697
5858,2:yes,2:yes,,0.699
5859,2:yes,2:yes,,0.764
5860,1:no,2:yes,+,0.523
5861,2:yes,2:yes,,0.725
5862,2:yes,2:yes,,0.718
5863,2:yes,2:yes,,0.712
5864,2:yes,2:yes,,0.786
5865,1:no,1:no,,0.61
5866,1:no,1:no,,0.866
5867,1:no,1:no,,0.719
5868,1:no,1:no,,0.735
5869,1:no,1:no,,0.744
5870,1:no,1:no,,0.663
5871,1:no,1:no,,0.737
5872,1:no,1:no,,0.617
5873,1:no,1:no,,0.636
5874,1:no,1:no,,0.641
5875,1:no,1:no,,0.556
5876,1:no,1:no,,0.714
5877,1:no,1:no,,0.522
5878,1:no,1:no,,0.539
5879,1:no,1:no,,0.544
5880,1:no,2:yes,+,0.562
5881,1:no,1:no,,0.729
5882,1:no,1:no,,0.528
5883,1:no,1:no,,0.54
5884,1:no,1:no,,0.545
5885,1:no,2:yes,+,0.512
5886,1:no,1:no,,0.888
5887,1:no,1:no,,0.708
5888,1:no,1:no,,0.732
5889,1:no,1:no,,0.742
5890,1:no,1:no,,0.682
5891,1:no,1:no,,0.824
5892,1:no,1:no,,0.702
5893,1:no,1:no,,0.717
5894,1:no,1:no,,0.715
5895,1:no,1:no,,0.622
5896,1:no,1:no,,0.756
5897,1:no,1:no,,0.619
5898,1:no,1:no,,0.624
5899,1:no,1:no,,0.626
5900,1:no,1:no,,0.544
5901,1:no,1:no,,0.756
5902,1:no,1:no,,0.619
5903,1:no,1:no,,0.624
5904,1:no,1:no,,0.626
5905,1:no,1:no,,0.544
5906,1:no,1:no,,0.892
5907,1:no,1:no,,0.72
5908,1:no,1:no,,0.745
5909,1:no,1:no,,0.754
5910,1:no,1:no,,0.683
5911,1:no,1:no,,0.78
5912,1:no,1:no,,0.657
5913,1:no,1:no,,0.667
5914,1:no,1:no,,0.665
5915,1:no,1:no,,0.58
5916,1:no,1:no,,0.747
5917,1:no,1:no,,0.574
5918,1:no,1:no,,0.585
5919,1:no,1:no,,0.586
5920,1:no,2:yes,+,0.513
5921,1:no,1:no,,0.792
5922,1:no,1:no,,0.639
5923,1:no,1:no,,0.646
5924,1:no,1:no,,0.651
5925,1:no,1:no,,0.546
5926,1:no,1:no,,0.788
5927,1:no,1:no,,0.641
5928,1:no,1:no,,0.653
5929,1:no,1:no,,0.653
5930,1:no,1:no,,0.543
5931,1:no,1:no,,0.798
5932,1:no,1:no,,0.66
5933,1:no,1:no,,0.672
5934,1:no,1:no,,0.668
5935,1:no,1:no,,0.559
5936,1:no,1:no,,0.801
5937,1:no,1:no,,0.651
5938,1:no,1:no,,0.663
5939,1:no,1:no,,0.659
5940,1:no,1:no,,0.543
5941,1:no,1:no,,0.902
5942,1:no,1:no,,0.761
5943,1:no,1:no,,0.777
5944,1:no,1:no,,0.778
5945,1:no,1:no,,0.706
5946,1:no,1:no,,0.84
5947,1:no,1:no,,0.738
5948,1:no,1:no,,0.746
5949,1:no,1:no,,0.74
5950,1:no,1:no,,0.666
5951,1:no,1:no,,0.837
5952,1:no,1:no,,0.686
5953,1:no,1:no,,0.695
5954,1:no,1:no,,0.693
5955,1:no,1:no,,0.572
5956,1:no,1:no,,0.837
5957,1:no,1:no,,0.693
5958,1:no,1:no,,0.709
5959,1:no,1:no,,0.707
5960,1:no,1:no,,0.572
5961,1:no,1:no,,0.838
5962,1:no,1:no,,0.696
5963,1:no,1:no,,0.712
5964,1:no,1:no,,0.711
5965,1:no,1:no,,0.616
5966,1:no,1:no,,0.838
5967,1:no,1:no,,0.696
5968,1:no,1:no,,0.712
5969,1:no,1:no,,0.711
5970,1:no,1:no,,0.616
5971,1:no,1:no,,0.838
5972,1:no,1:no,,0.696
5973,1:no,1:no,,0.712
5974,1:no,1:no,,0.711
5975,1:no,1:no,,0.616
5976,1:no,1:no,,0.838
5977,1:no,1:no,,0.696
5978,1:no,1:no,,0.712
5979,1:no,1:no,,0.711
5980,1:no,1:no,,0.616
5981,1:no,1:no,,0.838
5982,1:no,1:no,,0.696
5983,1:no,1:no,,0.712
5984,1:no,1:no,,0.711
5985,1:no,1:no,,0.616
5986,1:no,1:no,,0.785
5987,1:no,1:no,,0.628
5988,1:no,1:no,,0.618
5989,1:no,1:no,,0.626
5990,1:no,1:no,,0.541
5991,1:no,1:no,,0.502
5992,1:no,1:no,,0.531
5993,1:no,2:yes,+,0.599
5994,1:no,2:yes,+,0.596
5995,1:no,2:yes,+,0.588
5996,1:no,2:yes,+,0.659
5997,1:no,2:yes,+,0.645
5998,1:no,2:yes,+,0.508
5999,2:yes,2:yes,,0.824
6000,2:yes,2:yes,,0.823
6001,2:yes,2:yes,,0.808
6002,2:yes,2:yes,,0.796
6003,2:yes,2:yes,,0.833
6004,1:no,2:yes,+,0.575
6005,2:yes,2:yes,,0.832
6006,2:yes,2:yes,,0.83
6007,2:yes,2:yes,,0.824
6008,2:yes,2:yes,,0.813
6009,2:yes,2:yes,,0.839
6010,1:no,1:no,,0.784
6011,1:no,2:yes,+,0.557
6012,1:no,2:yes,+,0.538
6013,1:no,2:yes,+,0.511
6014,1:no,1:no,,0.51
6015,1:no,2:yes,+,0.578
6016,1:no,1:no,,0.828
6017,1:no,1:no,,0.554
6018,1:no,1:no,,0.557
6019,1:no,1:no,,0.574
6020,1:no,1:no,,0.609
6021,1:no,1:no,,0.519
6022,1:no,1:no,,0.69
6023,1:no,1:no,,0.561
6024,1:no,1:no,,0.579
6025,1:no,1:no,,0.587
6026,1:no,2:yes,+,0.512
6027,1:no,1:no,,0.505
6028,1:no,1:no,,0.688
6029,1:no,2:yes,+,0.632
6030,1:no,2:yes,+,0.619
6031,1:no,2:yes,+,0.599
6032,1:no,2:yes,+,0.589
6033,1:no,2:yes,+,0.654
6034,1:no,1:no,,0.705
6035,1:no,2:yes,+,0.543
6036,1:no,2:yes,+,0.529
6037,1:no,2:yes,+,0.525
6038,1:no,2:yes,+,0.569
6039,1:no,2:yes,+,0.573
6040,1:no,1:no,,0.714
6041,1:no,2:yes,+,0.61
6042,1:no,2:yes,+,0.597
6043,1:no,2:yes,+,0.576
6044,1:no,2:yes,+,0.566
6045,1:no,2:yes,+,0.646
6046,1:no,1:no,,0.717
6047,1:no,2:yes,+,0.554
6048,1:no,2:yes,+,0.54
6049,1:no,2:yes,+,0.536
6050,1:no,2:yes,+,0.572
6051,1:no,2:yes,+,0.595
6052,1:no,1:no,,0.756
6053,1:no,1:no,,0.653
6054,1:no,1:no,,0.672
6055,1:no,1:no,,0.671
6056,1:no,1:no,,0.634
6057,1:no,1:no,,0.593
6058,1:no,1:no,,0.777
6059,1:no,1:no,,0.543
6060,1:no,1:no,,0.554
6061,1:no,1:no,,0.561
6062,1:no,1:no,,0.572
6063,1:no,2:yes,+,0.514
6064,1:no,1:no,,0.777
6065,1:no,1:no,,0.548
6066,1:no,1:no,,0.559
6067,1:no,1:no,,0.567
6068,1:no,1:no,,0.577
6069,1:no,2:yes,+,0.509
6070,1:no,1:no,,0.858
6071,1:no,1:no,,0.666
6072,1:no,1:no,,0.67
6073,1:no,1:no,,0.676
6074,1:no,1:no,,0.685
6075,1:no,1:no,,0.593
6076,1:no,1:no,,0.793
6077,1:no,1:no,,0.666
6078,1:no,1:no,,0.665
6079,1:no,1:no,,0.673
6080,1:no,1:no,,0.599
6081,1:no,1:no,,0.539
6082,1:no,1:no,,0.782
6083,2:yes,2:yes,,0.606
6084,2:yes,2:yes,,0.601
6085,2:yes,2:yes,,0.573
6086,2:yes,2:yes,,0.555
6087,2:yes,2:yes,,0.651
6088,1:no,1:no,,0.793
6089,1:no,2:yes,+,0.589
6090,1:no,2:yes,+,0.572
6091,1:no,2:yes,+,0.547
6092,1:no,2:yes,+,0.529
6093,1:no,2:yes,+,0.622
6094,1:no,1:no,,0.792
6095,1:no,2:yes,+,0.5
6096,1:no,2:yes,+,0.572
6097,1:no,1:no,,0.524
6098,1:no,2:yes,+,0.559
6099,1:no,2:yes,+,0.553
6100,1:no,1:no,,0.79
6101,1:no,2:yes,+,0.581
6102,1:no,2:yes,+,0.564
6103,1:no,2:yes,+,0.539
6104,1:no,2:yes,+,0.521
6105,1:no,2:yes,+,0.611
6106,1:no,1:no,,0.79
6107,1:no,2:yes,+,0.566
6108,1:no,2:yes,+,0.549
6109,1:no,2:yes,+,0.523
