idCell,specId,TableOrder,Content,concepts,semanticTypes
72628,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Antacids, Sucralfate, Multivitamins and Other Products Containing Multivalent Cations (magnesium/aluminum antacids; polymeric phosphate binders (for example, sevelamer, lanthanum carbonate); sucralfate; Videx® (didanosine) chewable/buffered tablets or pediatric powder; other highly buffered drugs; or products containing calcium, iron, or zinc and dairy products)
                                        
                              
                           ","C0003138, C0038633, C0301532, C3714835, C1514468, C0332256, C2700400, C0007447, C0024467, C2348270, C3540792, C3714621, C0032521, C1707959, C0718050, C0038633, C0592249, C0006353, C0304540, C4020599, C0768119, C0012133, C0304290, C0030755, C1521725, C0032861, C1382110, C0205250, C0006353, C0013227, C3687832, C1514468, C0332256, C2700400, C0006675, C0006726, C2936886, C3540037, C3714611, C0302583, C0376520, C1166521, C3714701, C0043481, C2348288, C3541396, C3714650, C0010947","Pharmacologic Substance (phsu), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Entity (enty), Functional Concept (ftcn), Activity (acty), Chemical Viewed Structurally (chvs), Element, Ion, or Isotope (elii), Element, Ion, or Isotope (elii), Inorganic Chemical (inch), Pharmacologic Substance (phsu), Biomedical or Dental Material (bodm), Conceptual Entity (cnce), Organic Chemical (orch), Organic Chemical (orch), Nucleic Acid, Nucleoside, or Nucleotide (nnon), Indicator, Reagent, or Diagnostic Aid (irda), Inorganic Chemical (inch), Pharmacologic Substance (phsu), Organic Chemical (orch), Nucleic Acid, Nucleoside, or Nucleotide (nnon), Biomedical or Dental Material (bodm), Biomedical Occupation or Discipline (bmod), Qualitative Concept (qlco), Biomedical or Dental Material (bodm), Substance (sbst), Qualitative Concept (qlco), Indicator, Reagent, or Diagnostic Aid (irda), Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Entity (enty), Functional Concept"
72629,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Antacids, Sucralfate, Multivitamins and Other Products Containing Multivalent Cations (magnesium/aluminum antacids; polymeric phosphate binders (for example, sevelamer, lanthanum carbonate); sucralfate; Videx® (didanosine) chewable/buffered tablets or pediatric powder; other highly buffered drugs; or products containing calcium, iron, or zinc and dairy products)
                                        
                              
                           ","C0003138, C0038633, C0301532, C3714835, C1514468, C0332256, C2700400, C0007447, C0024467, C2348270, C3540792, C3714621, C0032521, C1707959, C0718050, C0038633, C0592249, C0006353, C0304540, C4020599, C0768119, C0012133, C0304290, C0030755, C1521725, C0032861, C1382110, C0205250, C0006353, C0013227, C3687832, C1514468, C0332256, C2700400, C0006675, C0006726, C2936886, C3540037, C3714611, C0302583, C0376520, C1166521, C3714701, C0043481, C2348288, C3541396, C3714650, C0010947","Pharmacologic Substance (phsu), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Entity (enty), Functional Concept (ftcn), Activity (acty), Chemical Viewed Structurally (chvs), Element, Ion, or Isotope (elii), Element, Ion, or Isotope (elii), Inorganic Chemical (inch), Pharmacologic Substance (phsu), Biomedical or Dental Material (bodm), Conceptual Entity (cnce), Organic Chemical (orch), Organic Chemical (orch), Nucleic Acid, Nucleoside, or Nucleotide (nnon), Indicator, Reagent, or Diagnostic Aid (irda), Inorganic Chemical (inch), Pharmacologic Substance (phsu), Organic Chemical (orch), Nucleic Acid, Nucleoside, or Nucleotide (nnon), Biomedical or Dental Material (bodm), Biomedical Occupation or Discipline (bmod), Qualitative Concept (qlco), Biomedical or Dental Material (bodm), Substance (sbst), Qualitative Concept (qlco), Indicator, Reagent, or Diagnostic Aid (irda), Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Entity (enty), Functional Concept"
72630,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Ciprofloxacin should be taken at least two hours before or six hours after Multivalent cation-containing products administration .
                                        [see Dosage and Administration
                              (
                              
                                 2
                              
                              )].
                              
                           ","C0008809, C1883727, C0439092, C0547044, C0205448, C0439227, C0205452, C0439227, C0007447, C0332256, C2700400, C1514468, C0001554, C1533734, C0042789, C1947903, C0178602, C0001554, C1533734","Organic Chemical (orch), Conceptual Entity (cnce), Quantitative Concept (qnco), Qualitative Concept (qlco), Quantitative Concept (qnco), Temporal Concept (tmco), Quantitative Concept (qnco), Temporal Concept (tmco), Chemical Viewed Structurally (chvs), Functional Concept (ftcn), Activity (acty), Entity (enty), Occupational Activity (ocac), Therapeutic or Preventive Procedure (topp), Organism Function (orgf), Activity (acty), Quantitative Concept (qnco), Occupational Activity (ocac), Therapeutic or Preventive Procedure (topp)"
72631,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Ciprofloxacin should be taken at least two hours before or six hours after Multivalent cation-containing products administration .
                                        [see Dosage and Administration
                              (
                              
                                 2
                              
                              )].
                              
                           ","C0008809, C1883727, C0439092, C0547044, C0205448, C0439227, C0205452, C0439227, C0007447, C0332256, C2700400, C1514468, C0001554, C1533734, C0042789, C1947903, C0178602, C0001554, C1533734","Organic Chemical (orch), Conceptual Entity (cnce), Quantitative Concept (qnco), Qualitative Concept (qlco), Quantitative Concept (qnco), Temporal Concept (tmco), Quantitative Concept (qnco), Temporal Concept (tmco), Chemical Viewed Structurally (chvs), Functional Concept (ftcn), Activity (acty), Entity (enty), Occupational Activity (ocac), Therapeutic or Preventive Procedure (topp), Organism Function (orgf), Activity (acty), Quantitative Concept (qnco), Occupational Activity (ocac), Therapeutic or Preventive Procedure (topp)"
72632,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Decrease ciprofloxacin absorption, resulting in lower serum and urine levels
                                        
                           ","C0392756, C0547047, C0008809, C0000854, C2347023, C2347080, C2698776, C2825050, C0678226, C0441994, C1548802, C2003888, C0229671, C1546774, C1550100, C0428152, C1318110","Qualitative Concept (qlco), Quantitative Concept (qnco), Organic Chemical (orch), Natural Phenomenon or Process (npop), Phenomenon or Process (phpr), Phenomenon or Process (phpr), Biomedical Occupation or Discipline (bmod), Phenomenon or Process (phpr), Functional Concept (ftcn), Spatial Concept (spco), Body Location or Region (blor), Activity (acty), Body Substance (bdsu), Intellectual Product (inpr), Body Substance (bdsu), Laboratory Procedure (lbpr), Laboratory or Test Result (lbtr)"
72633,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Probenecid
                                        
                           ",C0033209,"Organic Chemical (orch)"
72634,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Probenecid
                                        
                           ",C0033209,"Organic Chemical (orch)"
72635,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Use with caution (interferes with renal tubular secretion of ciprofloxacin and increases ciprofloxacin serum levels)
                                        
                           ","C0042153, C0457083, C1947944, C0521102, C0008809, C0205217, C0442805, C0008809, C0229671, C1546774, C1550100, C0441889, C0678876","Functional Concept (ftcn), Functional Concept (ftcn), Intellectual Product (inpr), Functional Concept (ftcn), Organic Chemical (orch), Quantitative Concept (qnco), Functional Concept (ftcn), Organic Chemical (orch), Body Substance (bdsu), Intellectual Product (inpr), Body Substance (bdsu), Qualitative Concept (qlco), Organ or Tissue Function (ortf)"
72636,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Use with caution (interferes with renal tubular secretion of ciprofloxacin and increases ciprofloxacin serum levels)
                                        
                           ","C0042153, C0457083, C1947944, C0521102, C0008809, C0205217, C0442805, C0008809, C0229671, C1546774, C1550100, C0441889, C0678876","Functional Concept (ftcn), Functional Concept (ftcn), Intellectual Product (inpr), Functional Concept (ftcn), Organic Chemical (orch), Quantitative Concept (qnco), Functional Concept (ftcn), Organic Chemical (orch), Body Substance (bdsu), Intellectual Product (inpr), Body Substance (bdsu), Qualitative Concept (qlco), Organ or Tissue Function (ortf)"
72637,abafd0ad-cda3-4464-a6aa-18e77a364232,"Table 9","Potentiation of ciprofloxacin toxicity may occur.
                                        
                           ","C0279023, C0008809, C0040539, C0600688, C1709305, C2745955","Therapeutic or Preventive Procedure (topp), Organic Chemical (orch), Qualitative Concept (qlco), Injury or Poisoning (inpo), Activity (acty), Temporal Concept (tmco)"
72921,5050ed63-c6bc-4761-9a81-ef8e5f3f378e,"Table 2","
                                    CONCOMITANT  DRUG 
                                 ","C0521115, C0013227, C1254351","Temporal Concept (tmco), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu)"
72922,5050ed63-c6bc-4761-9a81-ef8e5f3f378e,"Table 2","
                                    CLINICAL EFFECT(S)         ","C0205210, C0237412, C0497591, C1553058, C0565930, C2603362, C1280500, C2348382","Qualitative Concept (qlco), Professional or Occupational Group (prog), Professional or Occupational Group (prog), Professional or Occupational Group (prog), Quantitative Concept (qnco), Clinical Attribute (clna), Qualitative Concept (qlco), Qualitative Concept (qlco)"
72994,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drug or Drug Class
                                 ","C0013227, C1254351, C0013227, C1254351, C0456387, C1705943","Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Intellectual Product (inpr), Classification (clas)"
72995,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drug or Drug Class
                                 ","C0013227, C1254351, C0013227, C1254351, C0456387, C1705943","Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Intellectual Product (inpr), Classification (clas)"
72996,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drug or Drug Class
                                 ","C0013227, C1254351, C0013227, C1254351, C0456387, C1705943","Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Pharmacologic Substance (phsu), Intellectual Product (inpr), Classification (clas)"
72997,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Effect
                                 ","C1280500, C2348382","Qualitative Concept (qlco), Qualitative Concept (qlco)"
72998,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur
                                 ","C0013227, C3687832, C0301630, C0392756, C0441610, C1518422, C0443318, C0020676, C1518422, C1709305, C2745955, C2611225","Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Natural Phenomenon or Process (npop), Qualitative Concept (qlco), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Functional Concept (ftcn), Disease or Syndrome (dsyn), Functional Concept (ftcn), Activity (acty), Temporal Concept (tmco), Cell Function (celf)"
72999,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur
                                 ","C0013227, C3687832, C0301630, C0392756, C0441610, C1518422, C0443318, C0020676, C1518422, C1709305, C2745955, C2611225","Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Natural Phenomenon or Process (npop), Qualitative Concept (qlco), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Functional Concept (ftcn), Disease or Syndrome (dsyn), Functional Concept (ftcn), Activity (acty), Temporal Concept (tmco), Cell Function (celf)"
73000,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur
                                 ","C0013227, C3687832, C0301630, C0392756, C0441610, C1518422, C0443318, C0020676, C1518422, C1709305, C2745955, C2611225","Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Natural Phenomenon or Process (npop), Qualitative Concept (qlco), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Functional Concept (ftcn), Disease or Syndrome (dsyn), Functional Concept (ftcn), Activity (acty), Temporal Concept (tmco), Cell Function (celf)"
73001,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","
                                    Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur
                                 ","C0013227, C3687832, C0301630, C0392756, C0441610, C1518422, C0443318, C0020676, C1518422, C1709305, C2745955, C2611225","Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Natural Phenomenon or Process (npop), Qualitative Concept (qlco), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Functional Concept (ftcn), Disease or Syndrome (dsyn), Functional Concept (ftcn), Activity (acty), Temporal Concept (tmco), Cell Function (celf)"
73002,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide",C0013030,"Biologically Active Substance (bacs)"
73003,e7fd03db-72cd-4dc3-ae94-e11cb67126a8,"Table 2","Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide",C0013030,"Biologically Active Substance (bacs)"
